distributor_name,organization_name_raw,organization_type,city,state,relationship_type,relationship_description,evidence_text_short,source_url,source_name,source_publish_date,source_access_date,confidence_score,is_confirmed_relationship,extraction_method,notes,normalized_organization_name
Medline,Marion VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 15 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 15,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,MARION VAMC
Medline,Poplar Bluff VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 15 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 15,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,POPLAR BLUFF VAMC
Medline,St. Louis VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 15 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 15,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,ST LOUIS VAMC
Medline,Wichita VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 15 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 15,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,WICHITA VAMC
Cardinal Health,Alexandria VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 16 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 16,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,ALEXANDRIA VAMC
Cardinal Health,Central Arkansas VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 16 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 16,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,CENTRAL ARKANSAS VAMC
Cardinal Health,Fayetteville AR VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 16 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 16,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,FAYETTEVILLE AR VAMC
Cardinal Health,Gulf Coast VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 16 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 16,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,GULF COAST VAMC
Cardinal Health,Houston VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 16 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 16,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,HOUSTON VAMC
Cardinal Health,Jackson VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 16 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 16,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,JACKSON VAMC
Cardinal Health,Muskogee VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 16 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 16,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,MUSKOGEE VAMC
Cardinal Health,New Orleans VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 16 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 16,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,NEW ORLEANS VAMC
Cardinal Health,Oklahoma City VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 16 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 16,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,OKLAHOMA CITY VAMC
Cardinal Health,Shreveport VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 16 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 16,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SHREVEPORT VAMC
Cardinal Health,Amarillo VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 17 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 17,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,AMARILLO VAMC
Cardinal Health,Central Texas VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 17 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 17,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,CENTRAL TEXAS VAMC
Cardinal Health,El Paso VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 17 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 17,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,EL PASO VAMC
Cardinal Health,South Texas VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 17 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 17,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SOUTH TEXAS VAMC
Cardinal Health,Valley Coastal Bend VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 17 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 17,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,VALLEY COASTAL BEND VAMC
Cardinal Health,West Texas VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 17 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 17,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,WEST TEXAS VAMC
Medline,Cheyenne VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 19 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 19,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,CHEYENNE VAMC
Medline,Eastern Colorado VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 19 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 19,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,EASTERN COLORADO VAMC
Medline,Fort Harrison VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 19 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 19,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,FORT HARRISON VAMC
Medline,Grand Junction VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 19 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 19,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,GRAND JUNCTION VAMC
Medline,Salt Lake City VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 19 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 19,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SALT LAKE CITY VAMC
Medline,Sheridan VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 19 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 19,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SHERIDAN VAMC
Medline,Alaska VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 20 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 20,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,ALASKA VAMC
Medline,Boise VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 20 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 20,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,BOISE VAMC
Medline,Portland VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 20 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 20,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,PORTLAND VAMC
Medline,Puget Sound VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 20 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 20,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,PUGET SOUND VAMC
Medline,Roseburg VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 20 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 20,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,ROSEBURG VAMC
Medline,Spokane VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 20 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 20,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SPOKANE VAMC
Medline,Walla Walla VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 20 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 20,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,WALLA WALLA VAMC
Medline,White City VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 20 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 20,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,WHITE CITY VAMC
Medline,Central California VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 21 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 21,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,CENTRAL CALIFORNIA VAMC
Medline,Northern California VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 21 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 21,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,NORTHERN CALIFORNIA VAMC
Medline,Palo Alto VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 21 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 21,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,PALO ALTO VAMC
Medline,San Francisco VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 21 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 21,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SAN FRANCISCO VAMC
Medline,Sierra Nevada VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 21 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 21,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SIERRA NEVADA VAMC
Medline,Honolulu VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 21 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 21,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,HONOLULU VAMC
Medline,Manila VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 21 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 21,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,MANILA VAMC
Cardinal Health,Greater LA VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 22 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 22,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,GREATER LA VAMC
Cardinal Health,Loma Linda VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 22 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 22,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,LOMA LINDA VAMC
Cardinal Health,New Mexico VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 22 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 22,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,NEW MEXICO VAMC
Cardinal Health,San Diego VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 22 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 22,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SAN DIEGO VAMC
Cardinal Health,Southern Arizona VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 22 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 22,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SOUTHERN ARIZONA VAMC
Cardinal Health,Las Vegas VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 22 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 22,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,LAS VEGAS VAMC
Medline,Black Hills VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 23 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 23,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,BLACK HILLS VAMC
Medline,Central Iowa VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 23 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 23,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,CENTRAL IOWA VAMC
Medline,Fargo VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 23 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 23,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,FARGO VAMC
Medline,Grand Island VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 23 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 23,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,GRAND ISLAND VAMC
Medline,Iowa City VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 23 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 23,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,IOWA CITY VAMC
Medline,Minneapolis VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 23 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 23,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,MINNEAPOLIS VAMC
Medline,Nebraska-Western Iowa VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 23 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 23,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,NEBRASKA-WESTERN IOWA VAMC
Medline,Sioux Falls VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 23 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 23,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SIOUX FALLS VAMC
Medline,St. Cloud VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 23 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 23,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,ST CLOUD VAMC
Owens & Minor,WVU Medicine,IDN,Morgantown,WV,partnership,Center of Excellence collaboration for medical supply logistics,Center of Excellence collaboration for medical supply logistics,https://www.owens-minor.com/pressreleases/owens-minor-breaks-ground-on-center-of-excellence-for-medical-supply-logistics-in-west-virginia/,Owens & Minor Press,2022-06-27,2026-04-19,0.9,True,expert_search,Confirmed relationship,WVU MEDICINE
Owens & Minor,Avera Health,IDN,Sioux Falls,SD,confirmed_supply,Logistical partnership for supply chain,Logistical partnership for supply chain,https://www.hmenews.com/tag/distribution,HME News,2026-01-01,2026-04-19,0.9,True,expert_search,Confirmed relationship,AVERA
Owens & Minor,Department of Defense,government,National,US,confirmed_supply,Prime vendor for medical and surgical supply distribution services,Prime vendor for medical and surgical supply distribution services,https://scholarship.richmond.edu/cgi/viewcontent.cgi?article=1109&context=robins-white-papers,Richmond White Papers,2008-01-01,2026-04-19,1.0,True,expert_search,Confirmed relationship,DEPARTMENT OF DEFENSE
Henry Schein,Viewmont Surgery Center,ASC,Hickory,NC,inferred_supply,Ambulatory Surgery Center served by Henry Schein medical products,Ambulatory Surgery Center served by Henry Schein medical products,https://www.henryschein.com/us-en/images/Medical/henryschein_asc_guide_2025.pdf,Henry Schein ASC Guide,2025-01-01,2026-04-19,0.6,False,segment_inference,Inferred based on segment focus,VIEWMONT SURGERY
Henry Schein,Youngstown Orthopedic Associates,ASC,Youngstown,OH,inferred_supply,Ambulatory Surgery Center served by Henry Schein medical products,Ambulatory Surgery Center served by Henry Schein medical products,https://www.henryschein.com/us-en/images/Medical/henryschein_asc_guide_2025.pdf,Henry Schein ASC Guide,2025-01-01,2026-04-19,0.6,False,segment_inference,Inferred based on segment focus,YOUNGSTOWN ORTHOPEDIC ASSOCIATES
Henry Schein,Graystone Eye,ASC,Hickory,NC,inferred_supply,Ambulatory Surgery Center served by Henry Schein medical products,Ambulatory Surgery Center served by Henry Schein medical products,https://www.henryschein.com/us-en/images/Medical/henryschein_asc_guide_2025.pdf,Henry Schein ASC Guide,2025-01-01,2026-04-19,0.6,False,segment_inference,Inferred based on segment focus,GRAYSTONE EYE
